CV1 CV2 aepbe0 electron_affinity polarizability_pbe C O N S Cl H
4.99704e-01 6.23720e-01 -2.0674475e+03 -8.0499000e-01 1.3376521e+01 7 0 0 0 0 14
4.63476e-01 5.20735e-01 -1.9120977e+03 -1.9274400e+00 1.2887261e+01 7 0 0 0 0 12
4.50395e-01 4.57785e-01 -1.7787361e+03 -1.1673000e-01 1.4434158e+01 7 0 0 0 0 10
4.71512e-01 5.36149e-01 -1.9181753e+03 -2.0158600e+00 1.3429259e+01 7 0 0 0 0 12
4.59968e-01 4.73640e-01 -1.7779417e+03 -1.5622000e-01 1.3938073e+01 7 0 0 0 0 10
4.33912e-01 3.94894e-01 -1.6281250e+03 -7.3642000e-01 1.4790977e+01 7 0 0 0 0 8
4.56783e-01 4.74642e-01 -1.7717987e+03 -6.6188000e-01 1.3403000e+01 7 0 0 0 0 10
4.27696e-01 3.92867e-01 -1.6133701e+03 -1.6377700e+00 1.2704892e+01 7 0 0 0 0 8
5.05057e-01 6.36718e-01 -2.0705105e+03 -8.2922000e-01 1.3886043e+01 7 0 0 0 0 14
5.01684e-01 6.27810e-01 -2.0724895e+03 -8.3407000e-01 1.3817737e+01 7 0 0 0 0 14
4.91016e-01 5.62923e-01 -1.9303459e+03 2.1037000e-01 1.4881445e+01 7 0 0 0 0 12
4.33078e-01 4.54023e-01 -1.7719603e+03 2.7200000e-03 1.4052877e+01 7 0 0 0 0 10
5.00619e-01 6.18992e-01 -2.0692166e+03 -8.1779000e-01 1.3318412e+01 7 0 0 0 0 14
4.88814e-01 5.55523e-01 -1.9283042e+03 2.1863000e-01 1.3836124e+01 7 0 0 0 0 12
4.35490e-01 4.55112e-01 -1.7709408e+03 -3.5460000e-02 1.3296318e+01 7 0 0 0 0 10
5.05466e-01 6.19614e-01 -2.0715183e+03 -8.3286000e-01 1.3488529e+01 7 0 0 0 0 14
4.94961e-01 6.18852e-01 -2.0677542e+03 -8.0736000e-01 1.3512264e+01 7 0 0 0 0 14
4.56108e-01 5.17979e-01 -1.9120851e+03 -1.9357200e+00 1.2980467e+01 7 0 0 0 0 12
4.76992e-01 5.38649e-01 -1.9180645e+03 -2.0393500e+00 1.3548583e+01 7 0 0 0 0 12
4.49811e-01 4.62713e-01 -1.7751068e+03 -6.3280000e-02 1.4246906e+01 7 0 0 0 0 10
4.03164e-01 3.76192e-01 -1.6204678e+03 -6.1348000e-01 1.4207162e+01 7 0 0 0 0 8
5.03692e-01 6.37832e-01 -2.0707778e+03 -8.3584000e-01 1.3860223e+01 7 0 0 0 0 14
5.00162e-01 6.28984e-01 -2.0704763e+03 -8.2398000e-01 1.3590100e+01 7 0 0 0 0 14
4.77956e-01 5.41700e-01 -1.9184460e+03 -2.0563800e+00 1.3463927e+01 7 0 0 0 0 12
4.96585e-01 6.47010e-01 -2.0673110e+03 -8.0783000e-01 1.3476961e+01 7 0 0 0 0 14
4.61002e-01 5.41046e-01 -1.9120250e+03 -1.9695800e+00 1.3187649e+01 7 0 0 0 0 12
2.13678e-01 6.69915e-01 -1.6779270e+03 -2.9392600e+00 1.0511579e+01 6 0 1 0 0 9
2.11308e-01 6.19226e-01 -1.6363555e+03 -2.6133500e+00 1.0737731e+01 6 0 1 0 0 9
2.55247e-01 6.32560e-01 -1.6491405e+03 -2.8666800e+00 1.0641269e+01 6 0 1 0 0 9
-4.50364e-02 5.03424e-01 -1.5345435e+03 -2.5583000e-01 1.0470849e+01 5 0 2 0 0 8
2.12808e-01 6.17178e-01 -1.6450724e+03 -2.5840600e+00 1.0705164e+01 6 0 1 0 0 9
-1.56431e-01 5.51815e-01 -1.5534474e+03 -3.5029000e-01 1.0420159e+01 5 0 2 0 0 8
2.62559e-01 5.80404e-01 -1.5924777e+03 -1.7140500e+00 1.1169424e+01 6 0 1 0 0 9
2.01539e-01 5.49721e-01 -1.6547992e+03 -2.7028000e+00 1.0667485e+01 6 0 1 0 0 9
2.33720e-01 6.20885e-01 -1.6836244e+03 -2.8959900e+00 1.0565603e+01 6 0 1 0 0 9
2.25564e-01 6.33462e-01 -1.6832169e+03 -2.8189100e+00 1.0496501e+01 6 0 1 0 0 9
-3.34006e-02 3.50653e-01 -1.3986022e+03 1.4080200e+00 1.1353583e+01 5 0 2 0 0 6
2.03602e-01 5.63565e-01 -1.6604113e+03 -2.7180300e+00 1.0747699e+01 6 0 1 0 0 9
5.32599e-03 4.04949e-01 -1.3963971e+03 5.0457000e-01 1.0205098e+01 5 0 2 0 0 6
2.34365e-01 6.03645e-01 -1.6473230e+03 -2.8612700e+00 1.0702855e+01 6 0 1 0 0 9
-1.37541e-01 5.99213e-01 -1.5155377e+03 -2.6811500e+00 1.0109355e+01 5 0 2 0 0 8
-1.41098e-01 5.07898e-01 -1.5292394e+03 -2.6272000e+00 1.0289818e+01 5 0 2 0 0 8
-1.24081e-01 5.56264e-01 -1.5305294e+03 -2.5295300e+00 1.0086501e+01 5 0 2 0 0 8
2.16762e-01 5.80885e-01 -1.5923894e+03 -1.7513300e+00 1.1228501e+01 6 0 1 0 0 9
-5.48703e-02 4.36337e-01 -1.5355356e+03 -9.7290000e-02 1.0870836e+01 5 0 2 0 0 8
-1.45854e-01 4.73503e-01 -1.5525184e+03 -2.8095000e-01 1.0760218e+01 5 0 2 0 0 8
2.05519e-01 5.74500e-01 -1.7871797e+03 -2.6973200e+00 1.1526549e+01 6 0 1 0 0 11
2.10178e-01 5.66477e-01 -1.7880184e+03 -2.6676800e+00 1.1701400e+01 6 0 1 0 0 11
1.78823e-01 6.31277e-01 -1.7818035e+03 -3.3129200e+00 1.1909983e+01 6 0 1 0 0 11
1.83552e-01 6.19998e-01 -1.7882035e+03 -3.6818900e+00 1.1866589e+01 6 0 1 0 0 11
2.20785e-01 6.33624e-01 -1.8245767e+03 -2.8511300e+00 1.1254612e+01 6 0 1 0 0 11
2.08082e-01 5.82996e-01 -1.8050621e+03 -2.8958100e+00 1.1411833e+01 6 0 1 0 0 11
1.98450e-01 5.77988e-01 -1.8070034e+03 -2.6928400e+00 1.1660888e+01 6 0 1 0 0 11
2.23389e-01 6.48635e-01 -1.8270969e+03 -2.8846100e+00 1.1240678e+01 6 0 1 0 0 11
2.22267e-01 6.27347e-01 -1.8077404e+03 -2.8842300e+00 1.1313431e+01 6 0 1 0 0 11
2.11866e-01 6.32394e-01 -1.7875354e+03 -2.5457100e+00 1.1671611e+01 6 0 1 0 0 11
2.16801e-01 6.22297e-01 -1.8070228e+03 -2.8085600e+00 1.1359917e+01 6 0 1 0 0 11
1.76405e-01 6.33708e-01 -1.7934441e+03 -2.7448400e+00 1.1987975e+01 6 0 1 0 0 11
-1.27707e-01 5.24761e-01 -1.6770468e+03 -2.5946200e+00 1.1108565e+01 5 0 2 0 0 10
-1.66681e-01 5.12634e-01 -1.5426909e+03 -2.8599000e-01 1.0452748e+01 5 0 2 0 0 8
-7.48162e-02 4.45696e-01 -1.5240312e+03 -1.4240000e-01 1.0610277e+01 5 0 2 0 0 8
2.00306e-01 6.58351e-01 -1.7986932e+03 -2.7863800e+00 1.1294607e+01 6 0 1 0 0 11
2.23784e-01 6.23637e-01 -1.7850980e+03 -2.5060200e+00 1.1672507e+01 6 0 1 0 0 11
2.08493e-01 6.26129e-01 -1.7879734e+03 -2.6301200e+00 1.1672717e+01 6 0 1 0 0 11
1.95771e-01 4.56005e-01 -1.5382361e+03 -5.5700000e-01 1.1446114e+01 6 0 1 0 0 7
-4.97290e-02 4.36353e-01 -1.5380336e+03 -1.7009000e-01 1.0639744e+01 5 0 2 0 0 8
2.13063e-01 5.74966e-01 -1.6765573e+03 -7.4910000e-01 1.1007688e+01 6 0 1 0 0 9
2.06168e-01 4.88977e-01 -1.6728073e+03 -6.8383000e-01 1.1287306e+01 6 0 1 0 0 9
-1.39581e-01 5.32870e-01 -1.6797258e+03 -2.8532200e+00 1.1077982e+01 5 0 2 0 0 10
-1.39923e-01 5.93289e-01 -1.6491100e+03 -2.5633000e+00 1.1185509e+01 5 0 2 0 0 10
-1.49245e-01 4.85783e-01 -1.5574452e+03 -3.2926000e-01 1.0556168e+01 5 0 2 0 0 8
-7.87374e-02 3.44041e-01 -1.4045258e+03 1.8620000e-02 1.0531963e+01 5 0 2 0 0 6
2.18949e-01 5.82623e-01 -1.7902274e+03 -2.6026800e+00 1.1590496e+01 6 0 1 0 0 11
1.85318e-01 6.40852e-01 -1.7853422e+03 -3.3150700e+00 1.1862641e+01 6 0 1 0 0 11
2.25845e-01 5.70448e-01 -1.8096941e+03 -2.5603000e+00 1.1504680e+01 6 0 1 0 0 11
2.10307e-01 5.39969e-01 -1.6641287e+03 -7.7531000e-01 1.1116376e+01 6 0 1 0 0 9
1.98358e-01 5.90726e-01 -1.6569363e+03 -7.2159000e-01 1.1085865e+01 6 0 1 0 0 9
2.49757e-01 6.18810e-01 -1.7793389e+03 -2.3692100e+00 1.1620883e+01 6 0 1 0 0 11
2.46031e-01 5.50717e-01 -1.6384449e+03 -5.0141000e-01 1.1404961e+01 6 0 1 0 0 9
1.85341e-01 5.70835e-01 -1.8098335e+03 -7.5147000e-01 1.1926430e+01 6 0 1 0 0 11
-8.12877e-02 3.79100e-01 -1.5434758e+03 6.4053000e-01 1.1744362e+01 5 0 2 0 0 8
1.73640e-01 5.25986e-01 -1.6422693e+03 -7.4199000e-01 1.1664705e+01 6 0 1 0 0 9
1.90002e-01 6.76510e-01 -1.9509497e+03 -2.8509300e+00 1.2064317e+01 6 0 1 0 0 13
-1.65061e-01 4.27042e-01 -1.5615790e+03 1.9790000e-01 1.1557314e+01 5 0 2 0 0 8
-4.04717e-02 3.41210e-01 -1.4021991e+03 6.5845000e-01 1.0941314e+01 5 0 2 0 0 6
-7.26396e-02 5.10593e-01 -1.6788634e+03 -2.0092000e-01 1.1395629e+01 5 0 2 0 0 10
1.95486e-01 5.77110e-01 -1.7892856e+03 -2.7058500e+00 1.1655532e+01 6 0 1 0 0 11
-1.39578e-01 5.31768e-01 -1.6588835e+03 -2.6437500e+00 1.1159126e+01 5 0 2 0 0 10
1.93093e-01 6.22658e-01 -1.8029742e+03 -2.7703800e+00 1.1368354e+01 6 0 1 0 0 11
-1.79491e-01 5.51822e-01 -1.6957731e+03 -4.1146000e-01 1.1309791e+01 5 0 2 0 0 10
-5.39814e-02 4.74671e-01 -1.5407618e+03 1.0759000e-01 1.0828689e+01 5 0 2 0 0 8
-1.77808e-01 5.96725e-01 -1.6505535e+03 -3.2420600e+00 1.1347793e+01 5 0 2 0 0 10
-1.69021e-01 5.83821e-01 -1.6507795e+03 -3.2596800e+00 1.1385332e+01 5 0 2 0 0 10
1.78029e-01 5.17457e-01 -1.6661844e+03 -6.4668000e-01 1.1282279e+01 6 0 1 0 0 9
-1.72721e-01 5.83147e-01 -1.6687283e+03 -2.8505700e+00 1.0921058e+01 5 0 2 0 0 10
1.98683e-01 6.79331e-01 -1.8189875e+03 -2.8217700e+00 1.1226005e+01 6 0 1 0 0 11
-1.71556e-01 6.11292e-01 -1.6648767e+03 -2.9350200e+00 1.0862296e+01 5 0 2 0 0 10
1.51884e-01 4.51211e-01 -1.5419944e+03 -6.2743000e-01 1.1447760e+01 6 0 1 0 0 7
1.72257e-01 5.32188e-01 -1.6658918e+03 -7.6775000e-01 1.1251894e+01 6 0 1 0 0 9
-1.90297e-01 4.25653e-01 -1.4209521e+03 -3.2218000e-01 1.0537278e+01 5 0 2 0 0 6
-2.25526e-01 4.31262e-01 -1.4199999e+03 -2.6240000e-01 1.0542177e+01 5 0 2 0 0 6
-1.70464e-01 5.18898e-01 -1.5487437e+03 -2.6622000e-01 1.0519349e+01 5 0 2 0 0 8
-1.08776e-01 3.49276e-01 -1.4103722e+03 -1.2782000e-01 1.0544281e+01 5 0 2 0 0 6
-9.13808e-02 4.67871e-01 -1.5337448e+03 -1.2948000e-01 1.0672861e+01 5 0 2 0 0 8
1.64421e-01 6.35766e-01 -1.7866134e+03 -3.1689500e+00 1.1981521e+01 6 0 1 0 0 11
1.97933e-01 5.73489e-01 -1.8089498e+03 -2.7649400e+00 1.1642804e+01 6 0 1 0 0 11
2.02593e-01 5.82096e-01 -1.8064565e+03 -2.8563800e+00 1.1409020e+01 6 0 1 0 0 11
-1.70678e-01 5.61080e-01 -1.6739205e+03 -3.3063600e+00 1.0983187e+01 5 0 2 0 0 10
1.84428e-01 5.53493e-01 -1.8096772e+03 -8.3435000e-01 1.2034608e+01 6 0 1 0 0 11
-1.88281e-01 6.46010e-01 -1.8194608e+03 -2.8789400e+00 1.1744891e+01 5 0 2 0 0 12
-6.72154e-02 4.60809e-01 -1.5055745e+03 -6.0040000e-02 1.0928050e+01 5 0 2 0 0 8
2.11384e-01 5.03376e-01 -1.6684352e+03 -7.0477000e-01 1.1344356e+01 6 0 1 0 0 9
-1.30134e-01 5.39124e-01 -1.6584668e+03 -2.6557200e+00 1.1287267e+01 5 0 2 0 0 10
2.15032e-01 5.71585e-01 -1.6745873e+03 -7.2526000e-01 1.1000921e+01 6 0 1 0 0 9
1.85888e-01 4.83604e-01 -1.6677046e+03 -7.8417000e-01 1.1345139e+01 6 0 1 0 0 9
2.04055e-01 5.02464e-01 -1.6684468e+03 -7.7682000e-01 1.1236105e+01 6 0 1 0 0 9
2.00786e-01 5.12112e-01 -1.6704620e+03 -8.0769000e-01 1.1305960e+01 6 0 1 0 0 9
-1.53486e-01 6.02675e-01 -1.6915530e+03 -2.9173600e+00 1.0802554e+01 5 0 2 0 0 10
-1.78668e-01 3.90269e-01 -1.4015215e+03 -4.9813000e-01 1.0947377e+01 5 0 2 0 0 6
-1.26717e-01 5.32742e-01 -1.6552936e+03 -2.5361600e+00 1.1055425e+01 5 0 2 0 0 10
2.24307e-01 6.35743e-01 -1.8074446e+03 -2.8112800e+00 1.1331793e+01 6 0 1 0 0 11
-1.43533e-01 5.81338e-01 -1.6751157e+03 -2.8662300e+00 1.0855318e+01 5 0 2 0 0 10
-1.40443e-01 5.88511e-01 -1.6500150e+03 -2.5147400e+00 1.1183360e+01 5 0 2 0 0 10
1.70380e-01 4.76733e-01 -1.6709702e+03 1.3935000e-01 1.2360191e+01 6 0 1 0 0 9
-1.52595e-01 4.94515e-01 -1.5214454e+03 -2.4432000e-01 1.0850953e+01 5 0 2 0 0 8
-1.79736e-01 4.57747e-01 -1.5521405e+03 -4.6155000e-01 1.1475028e+01 5 0 2 0 0 8
-4.68618e-02 4.16985e-01 -1.5398629e+03 -1.9616000e-01 1.0722617e+01 5 0 2 0 0 8
-7.10067e-02 3.91213e-01 -1.5347400e+03 -1.7520000e-01 1.1410746e+01 5 0 2 0 0 8
2.00050e-01 5.48233e-01 -1.8095089e+03 -2.9035400e+00 1.1608059e+01 6 0 1 0 0 11
-5.67955e-02 4.02340e-01 -1.5399647e+03 -1.6595000e-01 1.0705497e+01 5 0 2 0 0 8
-1.51809e-01 4.40271e-01 -1.5563777e+03 -3.0513000e-01 1.0656952e+01 5 0 2 0 0 8
2.27937e-01 5.62795e-01 -1.8159368e+03 -2.6064800e+00 1.1457970e+01 6 0 1 0 0 11
2.12985e-01 4.93521e-01 -1.6720731e+03 -5.9066000e-01 1.1292002e+01 6 0 1 0 0 9
2.15639e-01 5.90600e-01 -1.8059972e+03 -2.6106600e+00 1.1527461e+01 6 0 1 0 0 11
1.89282e-01 5.82960e-01 -1.8067223e+03 -2.5639400e+00 1.1500431e+01 6 0 1 0 0 11
2.06067e-01 6.00429e-01 -1.8057223e+03 -2.6639500e+00 1.1532185e+01 6 0 1 0 0 11
2.08617e-01 5.38556e-01 -1.6501810e+03 -5.7868000e-01 1.1271900e+01 6 0 1 0 0 9
2.02615e-01 5.50795e-01 -1.8086455e+03 -2.6348300e+00 1.1593060e+01 6 0 1 0 0 11
1.93379e-01 6.44475e-01 -1.7973715e+03 -2.4942500e+00 1.1441588e+01 6 0 1 0 0 11
-7.64692e-02 4.50163e-01 -1.5319519e+03 -7.7720000e-02 1.0609456e+01 5 0 2 0 0 8
2.07355e-01 5.63411e-01 -1.8080298e+03 -2.6968500e+00 1.1611413e+01 6 0 1 0 0 11
2.09565e-01 6.04501e-01 -1.8045527e+03 -2.5405900e+00 1.1507446e+01 6 0 1 0 0 11
-1.19812e-01 5.09169e-01 -1.6840614e+03 -2.5684500e+00 1.0978655e+01 5 0 2 0 0 10
-1.65382e-01 5.25712e-01 -1.5474680e+03 -2.4726000e-01 1.0474480e+01 5 0 2 0 0 8
2.16163e-01 6.10041e-01 -1.8042717e+03 -2.8084800e+00 1.1464414e+01 6 0 1 0 0 11
1.91129e-01 5.71901e-01 -1.8046779e+03 -2.7766800e+00 1.1368593e+01 6 0 1 0 0 11
1.75068e-01 4.98751e-01 -1.6638837e+03 -6.8410000e-01 1.1183579e+01 6 0 1 0 0 9
1.93625e-01 6.29496e-01 -1.7951295e+03 -2.7479800e+00 1.1443292e+01 6 0 1 0 0 11
1.94081e-01 5.45907e-01 -1.8058213e+03 -2.9122200e+00 1.1510930e+01 6 0 1 0 0 11
-8.24180e-02 4.42558e-01 -1.5322073e+03 -8.8640000e-02 1.0740706e+01 5 0 2 0 0 8
2.06895e-01 6.01644e-01 -1.8005472e+03 -2.6939500e+00 1.1444912e+01 6 0 1 0 0 11
1.98483e-01 5.61481e-01 -1.8083762e+03 -2.9584500e+00 1.1494104e+01 6 0 1 0 0 11
-1.67697e-01 4.86840e-01 -1.5452687e+03 -2.3997000e-01 1.0375715e+01 5 0 2 0 0 8
1.99107e-01 5.31152e-01 -1.6437506e+03 -6.5806000e-01 1.1175624e+01 6 0 1 0 0 9
-1.53648e-01 4.54616e-01 -1.5546953e+03 -3.0422000e-01 1.0728628e+01 5 0 2 0 0 8
-6.00524e-02 4.05847e-01 -1.5382059e+03 -1.5559000e-01 1.0776071e+01 5 0 2 0 0 8
2.05216e-01 5.19216e-01 -1.7890112e+03 -2.6508800e+00 1.1771164e+01 6 0 1 0 0 11
2.11885e-01 5.40868e-01 -1.7893116e+03 -2.4564400e+00 1.1721350e+01 6 0 1 0 0 11
2.21164e-01 6.03616e-01 -1.9396908e+03 -2.8344900e+00 1.2522387e+01 6 0 1 0 0 13
2.30327e-01 5.86085e-01 -1.9402943e+03 -2.6642700e+00 1.2407224e+01 6 0 1 0 0 13
3.03855e-01 4.37577e-01 -1.6778231e+03 -1.0834400e+00 1.1291513e+01 6 0 1 0 0 9
-2.51147e-02 4.61034e-01 -1.6652404e+03 -1.8882000e-01 1.2458301e+01 5 0 2 0 0 10
-7.76428e-02 4.89913e-01 -1.6942762e+03 -4.4227000e-01 1.1697915e+01 5 0 2 0 0 10
1.72307e-01 5.75457e-01 -1.7837782e+03 -3.2902200e+00 1.2010742e+01 6 0 1 0 0 11
1.68017e-01 5.79710e-01 -1.7822224e+03 -3.3510100e+00 1.1768308e+01 6 0 1 0 0 11
1.62833e-01 6.36876e-01 -1.9256849e+03 -3.0330100e+00 1.2517357e+01 6 0 1 0 0 13
-1.02410e-01 5.59224e-01 -1.8142756e+03 -2.8231300e+00 1.2013611e+01 5 0 2 0 0 12
-8.97382e-02 4.64025e-01 -1.6841764e+03 -4.6286000e-01 1.1672474e+01 5 0 2 0 0 10
-8.05110e-02 4.72546e-01 -1.6568833e+03 -1.4010000e-01 1.2399714e+01 5 0 2 0 0 10
2.16856e-01 5.98423e-01 -1.8023651e+03 -2.7615200e+00 1.1452098e+01 6 0 1 0 0 11
2.11029e-01 5.35455e-01 -1.6573662e+03 -8.4386000e-01 1.1583823e+01 6 0 1 0 0 9
2.08184e-01 5.19808e-01 -1.6468094e+03 -7.3515000e-01 1.1395328e+01 6 0 1 0 0 9
1.99980e-01 5.64667e-01 -1.8084982e+03 -2.8277000e+00 1.1496824e+01 6 0 1 0 0 11
1.94258e-01 6.28722e-01 -1.7958020e+03 -2.7876400e+00 1.1430353e+01 6 0 1 0 0 11
1.96454e-01 5.85933e-01 -1.8034716e+03 -2.7327600e+00 1.1372988e+01 6 0 1 0 0 11
1.89325e-01 5.40765e-01 -1.6642378e+03 -7.5901000e-01 1.1390519e+01 6 0 1 0 0 9
1.82380e-01 5.15553e-01 -1.6669203e+03 -7.3148000e-01 1.1392464e+01 6 0 1 0 0 9
2.30920e-01 5.66627e-01 -1.8129338e+03 -2.6294300e+00 1.1382933e+01 6 0 1 0 0 11
2.30067e-01 5.25112e-01 -1.6710947e+03 -7.1011000e-01 1.1404519e+01 6 0 1 0 0 9
2.19350e-01 4.91533e-01 -1.6726616e+03 -6.2629000e-01 1.1365792e+01 6 0 1 0 0 9
2.31812e-01 6.12160e-01 -1.9417416e+03 -2.7325300e+00 1.2409655e+01 6 0 1 0 0 13
2.29738e-01 5.92700e-01 -1.9401777e+03 -2.6757100e+00 1.2519733e+01 6 0 1 0 0 13
2.20993e-01 6.02647e-01 -1.9407573e+03 -2.5402700e+00 1.2514882e+01 6 0 1 0 0 13
3.32308e-01 4.92103e-01 -1.6791781e+03 -1.1326100e+00 1.1076654e+01 6 0 1 0 0 9
2.26604e-01 5.87746e-01 -1.9402866e+03 -2.9162800e+00 1.2491729e+01 6 0 1 0 0 13
2.16305e-01 5.85863e-01 -1.9402231e+03 -2.8107000e+00 1.2433728e+01 6 0 1 0 0 13
3.06574e-01 4.32480e-01 -1.6797664e+03 -1.0247700e+00 1.1449974e+01 6 0 1 0 0 9
3.15801e-01 4.65863e-01 -1.6796620e+03 -1.1196800e+00 1.1193738e+01 6 0 1 0 0 9
2.28120e-01 5.95640e-01 -1.9454258e+03 -2.5897200e+00 1.2334194e+01 6 0 1 0 0 13
3.12606e-01 4.61282e-01 -1.6809103e+03 -1.0654900e+00 1.1243147e+01 6 0 1 0 0 9
1.90253e-01 5.76225e-01 -1.8085330e+03 -2.8356900e+00 1.1371215e+01 6 0 1 0 0 11
1.69891e-01 4.95137e-01 -1.6639490e+03 -6.9115000e-01 1.1245966e+01 6 0 1 0 0 9
2.22902e-01 5.52468e-01 -1.8133828e+03 -2.6844300e+00 1.1446336e+01 6 0 1 0 0 11
2.13510e-01 4.96688e-01 -1.6703003e+03 -7.3397000e-01 1.1689902e+01 6 0 1 0 0 9
2.13941e-01 4.74183e-01 -1.5297655e+03 3.6882000e-01 1.1801796e+01 6 0 1 0 0 7
2.17205e-01 4.90321e-01 -1.6725271e+03 -6.3794000e-01 1.1339716e+01 6 0 1 0 0 9
2.15571e-01 5.08740e-01 -1.6694406e+03 -5.8601000e-01 1.1293377e+01 6 0 1 0 0 9
2.37788e-01 6.17013e-01 -1.9607499e+03 -2.6892300e+00 1.2197868e+01 6 0 1 0 0 13
2.27738e-01 5.31356e-01 -1.8225508e+03 -8.1946000e-01 1.2219595e+01 6 0 1 0 0 11
2.22189e-01 4.87757e-01 -1.6805786e+03 -8.1070000e-02 1.2032740e+01 6 0 1 0 0 9
2.43197e-01 6.01658e-01 -1.9447969e+03 -2.4756100e+00 1.2334055e+01 6 0 1 0 0 13
2.20165e-01 5.28486e-01 -1.8176067e+03 -7.4275000e-01 1.2009379e+01 6 0 1 0 0 11
2.27116e-01 5.36335e-01 -1.8185424e+03 -7.8029000e-01 1.2028359e+01 6 0 1 0 0 11
2.41615e-01 5.93120e-01 -1.9442446e+03 -2.6951100e+00 1.2345465e+01 6 0 1 0 0 13
1.83241e-01 4.36267e-01 -1.5788650e+03 3.7219000e-01 1.1596585e+01 6 0 1 0 0 7
1.90411e-01 6.20643e-01 -1.9573890e+03 -2.8358200e+00 1.2014225e+01 6 0 1 0 0 13
1.95542e-01 6.15449e-01 -1.9559698e+03 -2.6885000e+00 1.2129252e+01 6 0 1 0 0 13
1.77781e-01 5.16004e-01 -1.8156168e+03 -7.6660000e-01 1.1834184e+01 6 0 1 0 0 11
1.78021e-01 5.20924e-01 -1.8143895e+03 -7.9793000e-01 1.2370359e+01 6 0 1 0 0 11
1.95083e-01 6.12167e-01 -1.9431527e+03 -2.6850500e+00 1.2414358e+01 6 0 1 0 0 13
1.96048e-01 6.14163e-01 -1.9576959e+03 -2.9207500e+00 1.2336045e+01 6 0 1 0 0 13
1.83997e-01 4.69086e-01 -1.7069221e+03 -5.4174000e-01 1.2180716e+01 6 0 1 0 0 9
1.42663e-01 4.88426e-01 -1.6984415e+03 -5.4646000e-01 1.2060086e+01 6 0 1 0 0 9
1.70611e-01 6.44877e-01 -1.9522821e+03 -2.9514300e+00 1.2441933e+01 6 0 1 0 0 13
1.60245e-01 5.45827e-01 -1.8035804e+03 -7.6593000e-01 1.1950390e+01 6 0 1 0 0 11
1.53051e-01 5.30501e-01 -1.7888428e+03 -7.1862000e-01 1.2499294e+01 6 0 1 0 0 11
1.02841e-01 3.86314e-01 -1.6311841e+03 -1.7511000e+00 1.2257256e+01 6 0 1 0 0 9
1.65938e-01 6.21037e-01 -1.9355117e+03 -2.9665800e+00 1.2437009e+01 6 0 1 0 0 13
-9.90994e-02 3.85737e-01 -1.5579846e+03 -4.8769000e-01 1.1631145e+01 5 0 2 0 0 8
1.97990e-01 4.36736e-01 -1.5769404e+03 4.0868000e-01 1.1536315e+01 6 0 1 0 0 7
1.96453e-01 6.24947e-01 -1.9577521e+03 -2.8085600e+00 1.2117774e+01 6 0 1 0 0 13
1.89033e-01 5.61212e-01 -1.8152152e+03 -8.4722000e-01 1.2318027e+01 6 0 1 0 0 11
1.86748e-01 5.31458e-01 -1.8186432e+03 -8.6093000e-01 1.2239259e+01 6 0 1 0 0 11
1.97134e-01 5.42635e-01 -1.8168882e+03 -8.2049000e-01 1.2216100e+01 6 0 1 0 0 11
2.26215e-01 5.37574e-01 -1.8224742e+03 -7.9808000e-01 1.2169463e+01 6 0 1 0 0 11
2.05939e-01 6.37038e-01 -1.9540769e+03 -2.4758300e+00 1.2093351e+01 6 0 1 0 0 13
2.41496e-01 6.14966e-01 -1.9445391e+03 -2.5475300e+00 1.2429819e+01 6 0 1 0 0 13
2.25677e-01 6.08366e-01 -1.9444991e+03 -2.6761200e+00 1.2426077e+01 6 0 1 0 0 13
2.32523e-01 6.13945e-01 -1.9407485e+03 -2.8260500e+00 1.2374793e+01 6 0 1 0 0 13
2.34976e-01 6.16488e-01 -1.9599417e+03 -2.7206800e+00 1.2261862e+01 6 0 1 0 0 13
-8.68976e-02 4.04216e-01 -1.5778536e+03 -4.3350000e-02 1.1262265e+01 5 0 2 0 0 8
-5.10216e-02 3.32343e-01 -1.4302334e+03 9.3228000e-01 1.0831245e+01 5 0 2 0 0 6
-9.00225e-02 4.01535e-01 -1.5744117e+03 -2.1580000e-01 1.2045475e+01 5 0 2 0 0 8
-8.43351e-02 3.92310e-01 -1.5755134e+03 -3.6752000e-01 1.1598245e+01 5 0 2 0 0 8
-5.65762e-02 4.84078e-01 -1.6861373e+03 -1.4066000e-01 1.1302398e+01 5 0 2 0 0 10
-6.40537e-02 4.69001e-01 -1.6898878e+03 -2.5872000e-01 1.1552234e+01 5 0 2 0 0 10
-1.26287e-01 5.58823e-01 -1.8118705e+03 -2.9640500e+00 1.1927806e+01 5 0 2 0 0 12
-5.87961e-02 4.68042e-01 -1.6868019e+03 -2.4354000e-01 1.1551760e+01 5 0 2 0 0 10
-7.85551e-02 4.60335e-01 -1.7117466e+03 -5.2722000e-01 1.1614759e+01 5 0 2 0 0 10
-1.53290e-01 4.17348e-01 -1.5818953e+03 -5.1959000e-01 1.1657921e+01 5 0 2 0 0 8
1.79866e-01 5.15563e-01 -1.7936296e+03 -7.5435000e-01 1.2163667e+01 6 0 1 0 0 11
1.27258e-01 3.85205e-01 -1.6373833e+03 -1.8561000e+00 1.1822733e+01 6 0 1 0 0 9
1.79490e-01 5.08293e-01 -1.7936007e+03 -7.1256000e-01 1.2297874e+01 6 0 1 0 0 11
1.24140e-01 3.70780e-01 -1.6380873e+03 -1.8557800e+00 1.1964022e+01 6 0 1 0 0 9
